Event_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude
61194,332923.8,4138043.41,4.9,738145.2056,1.46
61249,299631.12,4143597.87,7.73,738147.9811,1.59
61292,299381.57,4112787.13,5.29,738150.8112,1.61
61298,297279.77,4111841.78,4.67,738150.9894,1.33
61300,339436.37,4155803.76,7.04,738151.064,0.91
61320,311340.96,4144600.7,3.86,738151.8531,1.79
61375,305974.23,4110778.74,5.73,738153.6227,1.7
61484,372336.88,4123246.61,6.99,738160.5958,1.35
61556,309907.81,4126775.7,5.65,738163.7517,1.45
61595,315026.9,4113090.26,5.83,738165.9121,1.7
61597,296306.55,4104614.37,6.16,738165.9798,1.74
61659,313530.56,4130913.43,7.37,738169.1712,2.2
61702,327155.6,4113055.65,5.28,738171.9495,1.38
61705,324117.56,4137056.38,7.66,738172.2351,1.18
61707,339699.94,4124262.98,5.15,738172.2608,2
61728,323321.44,4136393.69,6.13,738173.0093,1.06
61729,323047.46,4134761.02,5.36,738173.0122,0.72
61746,306671.67,4111354.43,6.45,738173.8204,1.63
61761,307909.28,4110527.15,5.98,738175.4478,1.8
61822,315843.71,4143383.66,5.16,738178.3636,1.16
61839,334616.06,4139041.7,4.37,738179.7489,1.56
61853,300884.59,4113709.69,5.5,738180.0659,1.26
61876,315817.64,4115788.11,4.34,738181.3867,1.49
61903,346659.32,4171625.81,7.73,738182.5674,1.64
61904,347566.33,4171053.82,8.17,738182.5692,3.29
61906,347871.94,4169188.12,9.3,738182.6309,1.3
61918,332901.66,4136630.38,5.28,738183.1885,1.39
61950,333881.57,4139431.91,6,738184.4856,1.37
61985,335005,4137736.99,6.49,738186.0074,0.87
61989,346932.3,4173517.47,6.97,738186.0875,1.64
62014,295296.77,4104418.18,6.59,738186.8955,2.42
62032,321165.2,4138023.87,5.78,738187.6149,0.55
62033,335231.15,4147239.66,5.38,738187.8752,0.71
62048,331830.57,4147810.8,11.23,738188.6316,0.84
62131,305428.85,4090552.72,7.39,738193.1092,1.03
62180,311105.54,4132811.54,2.98,738195.109,1.42
62184,326446.33,4083992.07,7.04,738195.4701,1.53
62192,331058.44,4134747.66,4.72,738195.9476,1.15
62194,331995.97,4135924.92,5.04,738196.0642,0.92
62238,301924.67,4114285.12,7.57,738197.8758,1.28
62290,334031.46,4139228.46,4.97,738199.6043,0.9
62298,337708.44,4132099.13,4.76,738199.9634,1.38
62326,303948.3,4110517.09,8.45,738200.8864,1.33
62349,337009.78,4146749.12,7.04,738201.3181,1.08
62413,310517.32,4126110.69,9.81,738203.262,1.01
62443,306292.6,4111379.56,6.26,738204.0894,1.55
62468,330077.8,4131800.33,3.98,738204.944,0.94
62477,336148.66,4134577.01,6.26,738205.1952,1.21
62496,370146.15,4128197.73,6.6,738205.9148,1.26
62500,319912.15,4151459.99,3,738206.0411,0.59
62504,326515.27,4143497.65,7.74,738206.2169,0.66
62505,279071.98,4128852.32,8.49,738206.2173,1.14
62510,314141,4140035.79,12.54,738206.3591,1.21
62520,326849.79,4144062.38,8.24,738207.0376,1.23
62533,307176.78,4111429.67,5.86,738207.6798,2.18
62551,337120.91,4130842.07,6.69,738208.3728,0.72
62576,336150.89,4155483.74,9.34,738208.8813,0.85
62578,321152.43,4147975.44,5.55,738208.9426,0.01
62626,298689.15,4138025.72,8.4,738210.54,1.27
62635,338330.71,4141295.36,13.05,738211.3042,1.55
62639,318419.28,4150166.38,3.41,738211.4833,0.05
62641,281105.59,4147350.8,8.14,738211.5416,0.8
62648,325024.48,4144967.57,6.9,738212.0212,0.35
62680,289543.47,4111372.47,6.25,738213.1103,0.83
62704,317163.71,4123956.89,6.98,738213.9719,1.3
62706,317710.07,4123337.23,6.36,738214.0816,1.19
62707,315819.08,4124656.9,6.7,738214.0853,0.48
62712,313921.06,4126301.36,6.52,738214.2839,1.16
62743,335435.45,4138222.55,4.46,738215.2295,1.37
62763,307436.89,4132156.09,5.15,738215.7413,1.09
62764,308302.97,4130573.63,5.36,738215.7431,1.03
62864,296452.98,4111367.87,8.07,738219.7843,1.41
62888,367838.99,4140303.37,5.27,738220.7699,1.3
62899,322085.42,4137015.69,5.11,738221.0661,0.53
62931,296523.75,4114616.97,5.98,738221.9982,0.34
62935,291271.87,4136490.25,9.44,738222.217,1.15
62951,304496.22,4115515.28,5.93,738222.6072,1.97
62955,344782.64,4157530.68,9.32,738222.7032,1.11
62956,307144.74,4158675.86,6.41,738222.7277,0.51
62958,299345.37,4135582.44,4.01,738222.7566,1.23
62962,335662.47,4152996.96,6.04,738222.9288,0.86
62984,333372.33,4128028.75,7.02,738223.7007,1.24
62986,298017.16,4140373.65,7.15,738223.7315,1.55
62988,332969.93,4128491.52,7.74,738223.7736,1.06
63032,331849.8,4132346.42,5.06,738226.1488,1.22
63062,286078.74,4124175.44,7.06,738227.489,1.76
63064,306222.82,4111410.47,6.81,738227.6798,1.37
63079,310042.45,4129678.06,5.81,738228.3635,2.02
63142,312952.33,4147465.61,9.45,738230.4269,1.57
63171,367916.84,4127522.21,4.12,738231.3983,1.36
63182,286931.48,4134153.81,8.15,738231.8349,0.97
63187,313205.24,4142588.73,7.84,738232.0887,0.21
63209,365581.35,4154494.62,5.56,738232.7364,0.46
63211,312412.07,4146241.47,6.28,738232.9215,0.52
63227,299335.41,4141258.51,10.23,738233.382,1.69
63252,298969.73,4121929.19,6.31,738234.8648,0.23
63273,339395.42,4139100.05,3.67,738235.41,1.34
63330,296141.29,4117170.71,6.33,738236.9613,1.13
63345,331999.48,4128706.83,5.13,738237.377,1.47
63392,296309.49,4111452.17,9.72,738238.8849,0.84
63395,304122.17,4134425.13,6.74,738239.0821,0.04
63396,304369.74,4135163.07,7.47,738239.0823,0.19
63400,298848.03,4143220.23,9.32,738239.1186,1.07
63461,305462.57,4157204.29,13.5,738240.9742,0.79
63490,308260.78,4132878.34,4.26,738242.0493,0.59
63494,309957.74,4131108.54,4.93,738242.2172,1.27
63511,312791.82,4133967.62,4.56,738242.6794,1.5
63607,326529.99,4138227.46,6.88,738245.7868,0.33
63643,332567.94,4124249.29,5.44,738246.4739,2.65
63644,332513.41,4124851.88,6.08,738246.4884,1.14
63662,306449.03,4156693.06,13.59,738247.0397,0.8
63681,292203.37,4130033.38,7.67,738247.5252,0.46
63686,309636.99,4134780.3,5.41,738247.7565,0.97
63693,299831.97,4113435.66,5.2,738248.2912,1.04
63710,333229.82,4138955.27,4.84,738249.2246,0.04
63738,305083.68,4157743.77,13.46,738249.93,0.92
63740,313145.07,4109589.67,6.45,738249.9589,1.11
63768,306397.06,4111101.51,6.54,738250.651,1.86
63771,305010.64,4113534.89,7.5,738250.7543,1
63783,338190.38,4165660.63,9.32,738251.1174,1.03
63794,314250.28,4117818.75,9.21,738251.4531,1.31
63795,313149.5,4118546.4,7.24,738251.4555,0.69
63803,330910.63,4129077.83,7.11,738251.8873,1.4
63847,330216.36,4137789.19,1.83,738253.3871,1.4
63867,333436.34,4135103.67,4.1,738253.9682,0.78
64064,368642.91,4133818.03,4.67,738255.778,1.42
64071,319755.3,4128827.82,9.03,738255.8899,1.03
64083,295933.84,4125537.96,4.94,738255.9936,0.77
64096,347227.46,4170900.8,8.05,738256.2809,1.59
64100,342983.63,4135490.13,3.31,738256.3257,1.3
64102,342323.82,4143769.62,4.26,738256.3701,1.36
64110,357435.74,4156343.81,2.06,738256.5,1.37
64158,313602.66,4123514.9,5.96,738257.9666,1.79
64237,362194.48,4136099.22,3.77,738259.7578,1.18
64243,327414.19,4138737.52,5.41,738259.8079,0.72
64360,305792.92,4110259.36,6.75,738262.7929,1.76
64372,306189.01,4110477.38,7.04,738263.0953,1.39
64454,316027.75,4132456.78,7.32,738265.5983,1.23
64468,313241.92,4124303.12,7.48,738265.9383,1.14
64473,320283.93,4147653.33,6.05,738266.1109,1.1
64492,310965.83,4133632.55,6.04,738266.6096,2.73
64497,327749.48,4139008.23,8.6,738266.7786,0.97
64538,310647.64,4134164.08,4.9,738267.7981,0.95
64550,304907.85,4123114.74,7.05,738267.9626,0.6
64551,305553.19,4123164.5,7.42,738267.9772,-0.05
64554,304721.22,4123887.78,6.48,738267.9991,1.19
64576,310783.13,4133452.73,6.19,738268.505,1.09
64593,312660.15,4142074.85,4.57,738268.9495,0.16
64617,305792.05,4111764.76,6.57,738269.4824,1.13
64626,345837.04,4167878.52,9.11,738269.6236,0.98
64633,305672.1,4116422.15,6.86,738269.754,2.21
64662,304066.76,4117999.88,6.41,738270.348,0.98
64665,313090.12,4092695.78,7.66,738270.3769,1.48
64672,310257.24,4134988.68,4.36,738270.5055,1.55
64702,305037.74,4117339.74,6.44,738271.0818,0.82
64731,313871.28,4133051.64,4.11,738271.8689,0.82
64802,304613.86,4122749.22,6.59,738273.6067,0.54
64811,334271.75,4147127.6,6.04,738273.8527,1.39
64812,334574.68,4145983.82,5.96,738273.8545,0.9
64813,333995.31,4147327.35,5.91,738273.855,0.51
64814,333835.27,4146628.02,5.8,738273.8557,0.88
64815,333549.89,4147266.42,4.58,738273.8603,0.45
64816,334783.39,4146498.27,5.69,738273.8624,0.9
64817,333635.73,4146948.02,4.83,738273.8663,0.58
64820,334026.62,4146882.39,5.23,738273.8739,1.5
64821,333963.94,4147409.34,6.08,738273.8764,1.21
64824,333646.63,4146722.58,6.44,738273.8842,0.58
64831,304616.91,4123112.63,7.05,738274.1746,0.92
64858,305149.34,4123430.2,5.99,738274.6461,0.24
64860,301315.29,4123476.33,7.67,738274.6592,0.45
64862,304657.61,4123110.68,6.69,738274.6976,0.01
64867,304446.47,4124389,5.82,738274.7119,1.28
64868,305278.28,4122521.63,5.81,738274.7156,0.89
64870,304161.94,4123469.05,6.58,738274.7183,2.31
64871,304999.96,4123465.09,7.31,738274.7191,0.9
64872,305063.42,4123717.07,5.95,738274.7201,1.27
64873,305338.45,4123325.01,6.64,738274.7204,-0.01
64874,304895.43,4124104.33,6.54,738274.7238,1.3
64878,302974.84,4128352.48,13.26,738274.7423,1.45
64879,305600.47,4122526.82,6.59,738274.7491,1.45
64880,305110.5,4122919.53,6.45,738274.75,1.12
64882,305008.08,4124223.61,5.72,738274.7852,1.26
64895,305769.16,4123076.23,6.45,738274.9156,1.17
64896,304415.2,4123846.84,6.99,738274.9304,0.89
64899,305280.97,4123942.5,6.79,738274.976,1.05
64901,304660.56,4124145.65,5.67,738274.9841,0.51
64906,325748.52,4152785.9,4.89,738275.1714,0.39
64924,304840.7,4115688.24,5.87,738275.4927,0.56
64933,305106.21,4124160.6,6.28,738275.6539,1.51
64934,301382.45,4135770.07,8.6,738275.6626,0.67
64940,304608.43,4124879.82,6.76,738275.7645,1.03
64984,348477.78,4163539.11,10.99,738277.0889,0.94
64986,363424.51,4151849.43,3.68,738277.193,1.39
64987,359222.87,4133848.84,10.31,738277.2201,1.13
64999,316916.87,4151356.63,2.74,738277.4726,0.68
65008,373026.68,4140582.85,4,738277.8466,0.53
65009,301178.29,4139873.1,8.18,738277.877,1.44
65010,319307.31,4138232.25,5.55,738277.8831,0.54
65017,305059.88,4113539.3,7.54,738278.1108,0.84
65049,307388.71,4124959.75,7.12,738279.0366,-0.33
65053,312000.76,4120857.32,5.73,738279.1521,1.54
65118,320735.38,4100503.32,6.5,738281.5725,2.07
65140,309581.88,4152264.36,8.52,738282.164,1.25
65165,323055.44,4151318.49,2.03,738283.1714,0.38
65167,288038.4,4133813.68,11.18,738283.5056,1.02
65230,323209.88,4142494.39,6.83,738285.6311,1.19
65249,330918.33,4138676.4,4.46,738286.1732,0.96
65280,294551.09,4111227.5,5.49,738287.431,0.42
65354,320814.69,4140144.78,5.79,738289.5076,0.9
65357,322940.79,4143491.63,9.27,738289.5377,0.85
65373,322836.62,4142813.91,8.97,738289.8114,0.75
65379,332378.38,4137271.23,5.11,738289.9513,1.04
65406,277120.94,4131951.63,8.16,738290.4129,0.96
65438,332329.97,4137715.43,7.83,738291.9288,0.71
65453,295510.52,4138894.78,6.47,738292.4296,1.73
65481,310931.51,4133227.56,5.9,738293.3345,0.91
65490,331777.53,4161147.06,9.19,738293.5101,0.98
65508,292121.53,4112244.13,7.15,738294.2743,1.58
65512,326037.3,4126688,6.7,738294.3227,2.4
65569,356476.48,4148345.37,0.23,738296.414,0.87
65596,299065.04,4115423.14,6.19,738296.8302,1.04
65618,301136.25,4114766.11,5.86,738297.5412,1.58
65634,350182.79,4164263.86,8.68,738298.1734,1.13
65656,305009.92,4108950.66,6.79,738298.7753,1.88
65677,338898.49,4142001.98,6.81,738299.4343,0.77
65692,304639.2,4122193.42,6,738299.9779,1.3
65694,302359.11,4108002.64,6.48,738300.0637,1.26
65711,297194.58,4119138.71,5.21,738300.4446,0.28
65734,295347.38,4133893.97,4.34,738300.909,0.06
65737,334082.13,4133434.5,5.63,738300.9156,0.95
65741,284418.91,4130468.38,8.65,738301.1547,0.97
65775,319818.1,4154221.7,3.91,738302.3584,0.51
65783,284985.8,4146101.02,6.3,738302.4019,2.28
65785,286515.95,4145870.81,8,738302.4442,1.47
65802,292647.36,4124008.38,2.12,738302.9427,0.58
65803,318199.49,4151570.07,1.43,738302.9441,0.05
65804,292715.19,4122354.58,3.08,738302.9485,0.86
65807,276901.05,4133276.06,8.13,738302.988,1.11
65813,277355.17,4131476.68,8.91,738303.2207,0.92
65815,311432.57,4106070.65,7.23,738303.3693,1.45
65854,304299.72,4109065.14,9,738304.3844,0.82
65873,318027.82,4113744.11,7.86,738304.9032,1.11
65878,326616.68,4153361.86,3.49,738305.0526,0.24
65886,313951.24,4137306.05,6.89,738305.2519,1.2
65920,355784.8,4168290.72,4.76,738305.8613,1.28
65973,304831.56,4101078.96,6.78,738306.3491,1.48
66018,326717.12,4136921.59,5.24,738307.1343,0.93
66023,292169.25,4114347.5,6.25,738307.2546,0.48
66033,293871.62,4113887.75,7,738307.4409,1.11
66043,313494.45,4121003.98,5.79,738307.6709,1.64
66068,349951.66,4135648.31,7.01,738308.2851,1.38
66094,317217.28,4144877.89,6.56,738308.7654,1.42
66098,322147.26,4142571.04,6.6,738308.8658,1.16
66106,287967.93,4133639.7,10.19,738309.1295,1.09
66129,349209.89,4147381.65,6.07,738309.8822,0.83
66130,333501.98,4137282.29,4.12,738309.9401,0.72
66136,306051.87,4161861.57,8.62,738310.0539,0.67
66137,359369.95,4156013.61,12.13,738310.151,1.6
66148,291462.36,4129996.05,7.04,738310.3895,0.58
66213,327956.78,4143313.94,10.69,738313.1214,1.07
66215,351827.82,4157269.86,8.8,738313.1885,1.21
66252,322333.24,4141266.71,5.22,738313.9957,1.14
66253,304928.76,4113222.71,7.39,738314.0119,0.28
66289,300026.2,4111800.7,5.9,738315.2911,2.65
66297,278387.31,4141047.33,8.98,738315.3579,1.59
66381,340199.14,4136768.16,6.45,738317.5963,1.33
66386,342931.66,4166385.06,6.1,738317.6894,1.47
66408,322971.45,4143667.7,6.71,738318.0651,0.22
66429,338680.25,4149002.95,6.72,738319.1329,0.89
66430,339413.11,4149681.85,7.03,738319.1481,0.81
66431,298334.08,4137111.75,8.34,738319.1556,1.23
66433,340788.05,4145375.06,4.29,738319.2936,1.23
66434,343219.24,4140672.76,3.62,738319.3382,1.82
66467,305916.24,4108239.24,9.3,738320.7717,1.11
66511,335663.37,4140279.43,3.57,738322.0946,0.51
66555,334087.08,4134144.24,5.73,738322.9413,0.84
66556,333780.76,4134602.31,7.82,738322.9426,0.89
66557,333714.65,4135435.79,8.09,738322.9528,1.37
66569,293131.89,4110037.91,5.48,738323.358,0.98
66588,330452.5,4141717,11.58,738323.7178,1.45
66616,279136.16,4117003.83,2.76,738324.4904,1.09
66639,314379.26,4138571.98,4.8,738325.3315,0.59
66689,296105.86,4138464.87,7.35,738326.8919,1.06
66723,310805.09,4146049.1,6.38,738328.07,0.77
66739,320483.51,4148660.23,4.14,738328.6812,2.5
66788,323088.08,4138392.33,5.11,738329.9427,1.37
66817,330149.07,4136858.25,12.04,738330.6608,1.63
66843,362214.26,4145855.09,3.74,738332.0275,1.22
66902,316141.01,4143835.93,8.23,738335.0104,0.51
66903,312696.68,4149492.99,12.92,738335.0107,0.68
66925,334996.38,4135455.69,5.42,738335.5495,1.89
67018,327322.79,4143463.91,5.6,738338.0622,2.13
67028,327445.16,4143798.28,6.27,738338.293,1.62
67029,328685.86,4144214.5,5.68,738338.303,1.1
67067,345485.02,4132293.49,8.59,738339.7985,1.13
67092,289810.5,4113109.88,2.98,738340.4764,0
67103,312446.84,4120735.01,9.85,738340.7866,1.44
67105,304729.55,4107459.42,6.43,738340.8124,1.9
67107,327718.94,4143761.87,4.86,738340.8522,1.1
67114,348241.28,4162887.02,10.54,738341.1147,1.24
67116,348132.41,4162343.14,11.01,738341.1192,1.24
67123,358202.4,4166414.28,5.62,738341.3717,1.4
67137,336538.09,4128580.44,4.42,738341.4524,1.66
67191,321579.3,4149060.85,6.01,738342.8485,0.65
67193,297021.56,4116167.74,2.9,738342.8694,0.24
67199,323430.27,4142644.69,14.15,738342.9879,0.8
67220,320865.07,4149470.84,4.08,738343.7998,0.55
67233,332051.29,4134929.57,3.63,738344.4662,1.25
67234,332020.37,4163648.09,8,738344.5061,1.26
67255,305140.04,4123885.93,6.05,738345.2984,0.78
67272,322083,4097481.82,5.95,738345.8799,1.39
67284,321335.47,4148966.84,3.98,738346.2949,0.31
67287,328060.32,4143328.79,6.01,738346.4265,0.94
67306,310958.4,4133440.99,6.22,738347.3915,3.26
67308,310597.77,4133222.12,5.93,738347.427,1.13
67317,310405.52,4133677.87,5.77,738347.6726,1.62
67323,310486.61,4133798.15,5.6,738347.8749,2.14
67327,341846.83,4143547.34,8.3,738348.0234,0.82
67328,341378.91,4143552.57,6.99,738348.0275,0.73
67329,341310.61,4144326.4,6.73,738348.0283,0.93
67330,341541.85,4141822.05,7.36,738348.0287,0.66
67331,341659.52,4141863.88,7.37,738348.0332,0.9
67332,341391.88,4142991.57,7.57,738348.0373,1.49
67333,341572.37,4141013.42,6.46,738348.0402,0.63
67335,341553.84,4143324.59,7.75,738348.0492,1.7
67338,342067.69,4141878.12,5.99,738348.0653,0.36
67339,356670.96,4136404.64,5.14,738348.0662,0.93
67341,341862.13,4142225.43,6.73,738348.071,0.32
67342,331995.15,4139043.62,3.76,738348.0722,0.86
67346,309980.97,4134092.05,5.17,738348.1065,1.05
67347,341253.71,4144322.71,6.87,738348.1069,1.29
67350,310534.15,4133357,5.34,738348.1271,0.92
67354,341981.96,4142395.87,7.84,738348.1811,1.82
67359,341251.16,4143054.19,7.26,738348.3157,1.47
67360,341928.65,4140637.5,7.97,738348.3162,1.31
67361,341392.88,4144719.42,7.92,738348.3304,1.02
67363,341703.2,4142593.73,8.3,738348.3552,2.44
67364,307088.66,4151170.4,9.22,738348.3671,1.22
67368,341596.27,4142995.35,7.43,738348.3962,1.37
67369,341759.93,4141724.12,7.95,738348.3966,1.2
67370,341912.81,4141979.84,8.78,738348.3968,1.26
67372,342162.59,4142303.54,7.99,738348.4493,1.18
67379,341723.23,4142594.57,8.09,738348.6526,2.37
67392,340944.76,4143629.21,7.52,738348.8999,0.69
67414,341274.21,4142195.09,8.15,738349.2175,1.52
67418,342100.96,4142943.71,5.75,738349.3033,2.52
67426,341551.77,4143104.08,7.57,738349.3727,1.2
67427,342484.46,4142704.48,7.38,738349.3885,0.86
67430,342037.09,4141964.17,9.64,738349.4604,1.03
67433,341316.35,4142739.49,7.62,738349.5129,1.7
67435,341787.78,4142810.01,7.99,738349.6221,2.49
67436,341779.27,4142225.78,7.08,738349.6227,3.47
67437,341753.29,4142261.02,7.53,738349.6239,2.4
67438,341597.63,4143896.38,6.9,738349.6254,1.82
67439,342639.03,4138392.32,6.56,738349.6275,0.89
67440,341815.42,4142558.53,7.93,738349.6287,2.53
67441,342677.23,4137946.4,7.03,738349.6311,0.75
67442,341528.17,4142719.04,8.02,738349.6361,1.14
67443,341814.14,4141370.46,7.19,738349.6369,1.04
67444,341609.85,4142693.85,7.79,738349.6381,1.26
67445,341589.93,4144227.29,7.14,738349.6465,0.93
67446,342770.09,4140855.25,8.34,738349.647,1.48
67447,341841.95,4141945.22,7.73,738349.6537,1.44
67448,341277.11,4143510.66,7,738349.6596,2.49
67451,342124.73,4141331.95,8.3,738349.6616,1.49
67452,342027.6,4142098.98,7.19,738349.6659,1.71
67454,341831.34,4141413.64,8.15,738349.6794,1.69
67456,341752.38,4142987.72,7.7,738349.6851,1.32
67457,341612.04,4144482.39,7.32,738349.6946,1.52
67458,341688.57,4141971.77,7.8,738349.6972,1.73
67460,341738.12,4142133.66,8.2,738349.7028,1.92
67461,341835.18,4142499.1,7.69,738349.7114,2.04
67462,341391.38,4142960.61,7.67,738349.7136,1.71
67463,341660.2,4142450.48,7.11,738349.7171,0.79
67465,342140.8,4142101.39,7.71,738349.7185,1.82
67466,341901.57,4143778.29,6.93,738349.7191,1.48
67467,342174.63,4141133.1,7.9,738349.7207,1.35
67470,341781.96,4143039.77,7.59,738349.731,1.94
67471,341396.23,4142792.14,8.36,738349.7335,0.98
67472,342814,4139452.68,8.01,738349.7352,1.54
67473,341406.98,4142431.09,7.77,738349.7413,1.46
67475,341530.51,4142520.87,7.89,738349.761,3.76
67479,341649.02,4143064.27,7.25,738349.7659,2.09
67480,340810.85,4144005.93,6.31,738349.7668,1.43
67481,342330.03,4140181.27,7.42,738349.7689,1.21
67483,341968.48,4142277.69,6.29,738349.7697,0.73
67484,341871.63,4142745.27,6.99,738349.7701,1.34
67485,341140.42,4144727.23,6.95,738349.771,1.62
67486,341683.87,4144289.11,6.68,738349.7731,1.78
67487,341067.4,4144518.17,7.07,738349.7759,1.49
67488,341942.1,4141880.5,6.61,738349.7768,0.69
67489,339734.36,4144428.25,6.4,738349.7786,1.17
67491,341885.88,4142516.01,7.76,738349.789,2.85
67492,342040.36,4143034.65,5.87,738349.7901,2.47
67493,342147.94,4143596.91,7.44,738349.7906,2.14
67494,341380.14,4143030.86,7.63,738349.7909,2.15
67497,341526.49,4142863.81,7.32,738349.7974,2.38
67498,340775.09,4142633.48,6.33,738349.7985,0.94
67499,339520.12,4148239.7,6.91,738349.8042,1.14
67500,341850.61,4142098.89,6.35,738349.807,0.67
67501,341340.88,4143340.18,7.32,738349.8081,1.54
67502,341699.54,4142503.34,7.66,738349.8083,2.72
67503,341568.45,4142695.74,7.67,738349.809,2.22
67504,341062.07,4142352.74,7.96,738349.8151,1.87
67505,340313.65,4144399.05,6.98,738349.8169,0.81
67506,341994.72,4142761.25,7.63,738349.8177,1.59
67507,341300.47,4141783.79,7.05,738349.8212,0.82
67508,341761.19,4140651.22,8.32,738349.8217,1.37
67509,341498.06,4140723.47,5.79,738349.8238,0.56
67510,341658.22,4142364.38,7.55,738349.825,2.98
67513,341845.75,4144223.33,7.07,738349.8289,1.96
67516,341747.47,4142019.82,6.14,738349.8366,0.24
67517,341024.31,4144110.64,7.91,738349.8416,1.58
67518,341934.51,4142816.78,7.78,738349.843,1.44
67519,341221.75,4142504.1,8.07,738349.8444,1.23
67520,340773.3,4145001.51,6.78,738349.8447,1.42
67521,341297.2,4144830.91,7.39,738349.848,1.13
67524,342034.11,4142377.57,7.38,738349.8558,1.85
67525,341237.87,4143044.23,6.35,738349.857,1
67527,341151.56,4143193.05,6.44,738349.8632,0.86
67528,341676.64,4144528.33,6.46,738349.8659,1.31
67529,340445.23,4144309.28,7.04,738349.8696,1.17
67530,342046.41,4142017.05,7.24,738349.8775,1.41
67531,339961.83,4144971.54,5.88,738349.8787,0.78
67532,341095.81,4142766.89,7.07,738349.8831,0.8
67533,341932.66,4142461.85,8.16,738349.8872,2.25
67534,342202.77,4143224.49,5.47,738349.8877,1.85
67536,342408.84,4143668.79,5.99,738349.9009,1.53
67538,341350.34,4141612.47,6.46,738349.9066,0.37
67539,340726.77,4142397.99,7.41,738349.9111,0.63
67540,341062.3,4144863.69,6.49,738349.9146,0.82
67542,341777.87,4142749.71,7.66,738349.9237,1.14
67543,340617.1,4145025.36,7.07,738349.9349,1.01
67544,341178.27,4143298.99,7.28,738349.9354,1.31
67545,342672.22,4141117.04,6.25,738349.936,0.44
67546,341875.97,4140100.28,7.46,738349.9423,0.89
67547,342209.06,4141825.5,6.73,738349.95,0.53
67549,341521.36,4143045.72,6.56,738349.9591,0.47
67550,340888.54,4143373.55,7.11,738349.9688,0.72
67551,341964.01,4143495.17,6.83,738349.9719,1.24
67552,341711.34,4142285.12,7.94,738349.9722,2.19
67553,341690.28,4143214,7.76,738349.9729,1.66
67554,340660.79,4144537.36,6.69,738349.9749,0.8
67556,342049.54,4142462.63,6.37,738349.9785,0.82
67559,341456.9,4143794.61,7.44,738350.0151,1.3
67560,341613.86,4142639.38,7.26,738350.0158,1.77
67561,341938.04,4142694.28,7.64,738350.0187,2.02
67562,341919.53,4143329.41,7.15,738350.0198,1.4
67563,342203.59,4142729.88,7.19,738350.0201,0.95
67565,340952.71,4143122.7,7.19,738350.0337,1.15
67566,341333.69,4142757.7,7.31,738350.0362,0.88
67567,341305.97,4141616.64,6.97,738350.0378,0.54
67568,340874.28,4142607.39,7.13,738350.0391,0.55
67569,341303.32,4141774.97,7.98,738350.0459,0.64
67570,341517.62,4142928.02,7.28,738350.0776,0.94
67574,342158.24,4141582.05,5.88,738350.0848,0.57
67576,341226.49,4143548.36,6.2,738350.0887,0.88
67579,339859.23,4143800.39,6.69,738350.1484,0.7
67580,340880.86,4145447.77,6.53,738350.1666,1.55
67581,341512.97,4142790.25,7.84,738350.1866,1.34
67582,340590.66,4142382.38,7.45,738350.199,0.76
67584,341566.33,4143101.36,7.88,738350.2377,2.3
67585,340899.05,4144161.09,7.58,738350.2441,1.24
67586,342083.88,4143004.75,7.57,738350.2445,1.31
67587,341601.38,4142588.12,7.49,738350.2623,1.86
67591,340617.56,4145091.06,6.43,738350.3351,1.37
67597,341408.11,4143821.62,6.67,738350.3915,1.24
67598,341348.54,4144035.98,6.31,738350.4235,0.92
67601,340604.82,4144382.93,5.57,738350.4346,1.21
67604,343016.78,4140115.49,8.17,738350.4681,1.49
67609,342121.48,4140111.4,7.15,738350.5372,1.36
67610,341794.14,4141903.61,8.44,738350.5383,2.69
67611,341533.52,4142623.48,7.98,738350.5531,1.46
67612,342939.38,4144037.49,5.38,738350.5695,1.52
67613,342611.06,4140300.95,7.68,738350.574,1.47
67614,340909.06,4141780.7,7.82,738350.576,1.15
67615,342857.87,4142586.55,6.93,738350.5806,1.19
67616,341672.77,4142767.13,8.12,738350.5815,1.54
67617,341759.16,4142995.47,8.18,738350.5829,1.49
67619,342976.07,4139721.12,6.44,738350.6596,0.87
67622,341818.18,4143581.96,5.89,738350.7411,1.14
67628,342427.29,4141964.89,7.95,738350.7829,1.98
67630,341812.77,4143194.14,8.52,738350.7953,1.65
67631,341566.43,4141964.88,7.62,738350.7974,0.92
67632,341841.9,4143619.03,7.38,738350.7986,1.58
67635,341778.86,4141606.44,8.14,738350.8051,2.17
67639,341990.88,4139485.2,6.24,738350.8513,0.84
67641,342276.99,4143034.72,7.34,738350.9161,1.08
67645,341100.99,4141695.13,6.1,738351.0662,0.27
67646,342333.36,4138852.05,6.31,738351.07,0.61
67647,341053.4,4140744.91,7,738351.0705,0.41
67653,341962.94,4143957.16,7.15,738351.2587,1.48
67656,339515.26,4139307.75,7.73,738351.2989,1.29
67658,341431.52,4142818.11,5.54,738351.3259,2.2
67659,341901.76,4143657.52,6.95,738351.3852,0.74
67660,341770.13,4142402.33,7.56,738351.3893,1.28
67667,342215.65,4142005.07,7.24,738351.492,1.22
67670,342001.6,4143077.34,8.25,738351.5096,4.06
67671,341991.14,4143833.86,7.35,738351.5118,2.11
67672,341648.92,4142527.83,7.78,738351.5123,2.48
67673,342058.03,4143149.86,7.44,738351.5133,1.92
