GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E,Cluster
1674089,337300.3,4756281.14,9460,732491.9742,1.65,-5.93,2
1674139,284908.69,4817223.1,3040,732492.0834,1.58,-6.4,2
1674329,307050.37,4719723.02,22000,732492.9611,1.76,-6.29,2
1674349,299864.57,4722782.9,4010,732492.996,2.13,-5.91,2
1674409,361161.62,4707065.19,10780,732493.1687,1.74,-5.95,2
1674489,300834.89,4721421.27,4010,732493.4374,2.38,-5.89,2
1674509,301095.76,4722502.96,4010,732493.4856,1.93,-6.02,2
1674519,300307.21,4720769.59,4020,732493.5151,1.78,-6.11,2
1674569,313549.48,4800585.99,13810,732493.7259,1.66,-6.47,2
1674579,300401.72,4722911.9,4010,732493.728,2.29,-5.94,2
1674609,302426.19,4719653.09,3650,732493.9845,1.78,-6.07,2
1674639,378021.79,4726377,17510,732494.0837,1.91,-6.36,2
1674689,300071.75,4721998.93,4010,732494.2708,2.04,-6.11,2
1674859,300071.15,4720554.11,4040,732495.1731,1.96,-6.03,2
1674899,299799.5,4720528.6,4010,732495.4138,2.38,-5.8,2
1674959,346048.37,4749601.67,10950,732496.1361,1.95,-5.87,2
1674999,339319.86,4744889.01,11560,732496.4733,1.85,-6.14,2
1675019,300775.21,4722200.97,10010,732496.5263,2.71,-5.6,4
1675109,295957.79,4726675.78,4050,732496.7908,1.76,-6.12,4
1675189,300712.83,4721458.12,4040,732496.9434,2.22,-5.89,4
1675199,300290.13,4723026.26,11010,732496.9598,1.99,-6.03,4
1675229,299549.07,4718679.76,4040,732497.0949,2.01,-5.9,4
1675279,299956.11,4722257.89,11010,732497.2035,2.06,-6.01,4
1675409,317857.54,4795767.4,9980,732497.9552,1.68,-6.59,4
1675439,328245.03,4757524.25,4010,732498.0222,1.99,-6,4
1675579,359777.69,4803558.57,7300,732498.6789,2.17,-6.28,4
1675609,309608.54,4846012.83,37520,732498.8619,1.77,-6.38,4
1676049,300146.72,4721752.26,10010,732500.1024,3.03,-5.41,4
1676089,296785.18,4806215.66,8990,732500.2643,1.86,-6.14,4
1676129,300749.21,4722724.08,4040,732500.3899,2.5,-5.78,4
1676159,330195.82,4761142.65,10,732500.5385,2.67,-5.69,2
1676169,371177.08,4709516.48,2870,732500.5715,1.65,-5.92,2
1676219,346861.68,4691833.68,3990,732500.7166,1.7,-6.03,2
1676229,300263.57,4722104.55,4040,732500.804,2.49,-5.77,2
1676349,305991.57,4714440.29,15550,732501.0563,1.79,-6.19,2
1676549,325674.71,4770368.61,3960,732501.52,2.63,-5.9,2
1676609,299653.79,4722588.94,4040,732501.7739,2.39,-5.75,2
1676819,312863.67,4776542.52,12070,732502.5064,1.77,-6.63,2
1676829,296364.71,4807328.84,2910,732502.5521,1.77,-6.48,2
1676849,320639.45,4783368.23,12560,732502.5674,1.76,-6.62,2
1676889,332149.76,4772928.87,18050,732502.7323,1.99,-6.29,2
1676989,310999.85,4813249.84,14370,732503.2229,1.57,-6.33,2
1676999,357591.05,4745964.36,13510,732503.3782,2.07,-6.03,2
1677069,353683.6,4798743.37,1260,732503.4546,1.89,-6.25,2
1677309,298336.57,4807936.61,11380,732504.8726,1.53,-11.39,2
1677339,331183.94,4739227.88,13240,732504.9923,2.05,-5.9,2
1677409,301108.73,4721524.55,4050,732505.1126,2.53,-5.87,2
1677489,247853.05,4841399.75,7660,732505.7785,3.15,-5.37,2
1677549,336097.14,4824750,33290,732506.2586,2.6,-5.79,2
1677599,300722.08,4721780.16,4040,732506.4583,1.91,-6.01,2
1677669,327369.56,4762624.59,4010,732506.7823,1.85,-6.33,2
1677699,301478.94,4720980.47,4040,732506.8352,2.38,-5.79,2
1677759,310555.2,4756078.64,4020,732507.1882,1.9,-5.98,2
1677799,376736.78,4755281.37,9040,732507.4439,1.79,-5.65,2
1677819,359778.3,4706537.46,11010,732507.5413,2.16,-5.96,2
1677869,301420,4721215.55,13150,732507.5927,2.55,-5.61,2
1677889,358380.71,4706532.4,6950,732507.7278,1.92,-5.96,2
1677949,306656.85,4789331.02,7850,732507.8825,1.62,-6.58,2
1677989,302156.58,4721138.93,4010,732507.9291,1.97,-6,2
1678059,308782.83,4714362.94,970,732508.1007,1.9,-6.01,2
1678109,294617.02,4753758.48,11910,732508.2553,2.09,-5.77,2
1678129,331564.72,4712773.56,4550,732508.3075,1.97,-6.37,2
1678239,342724.41,4732821.96,12340,732508.7672,2.71,-5.5,2
1678249,301697.49,4720585.23,4050,732508.8011,2.22,-5.88,2
1678289,299994.9,4790246.54,7220,732508.9124,1.53,-6.53,2
1678299,301011.42,4720993.86,4040,732508.985,2.06,-5.77,2
1678339,300748.73,4721279.26,4010,732509.0582,2.37,-5.98,2
1678519,364495.42,4747913.47,23520,732509.9884,1.99,-5.89,2
1678529,265316.58,4856910.7,6610,732510.0172,1.69,-6.68,2
1678599,354861.11,4799184.67,1470,732510.43,2.07,-5.95,2
1678839,313924.31,4757153.35,1840,732511.5178,1.89,-6.39,2
1678849,315294.8,4757716.42,16680,732511.5411,2.51,-6.34,2
1678869,356782.75,4695956.07,17520,732511.7661,2.71,-5.9,2
1678889,356666.7,4761181.91,7990,732511.8204,1.89,-6.08,2
1678919,350019.09,4710684.61,16080,732511.9475,2.1,-6.12,2
1678929,303677.76,4767708.98,16740,732511.961,2.22,-5.86,2
1679149,356445.12,4695551.96,21250,732512.7815,1.88,-6.23,2
1679159,359713.4,4706172.17,10450,732512.8254,1.8,-6.05,2
1679249,358520.72,4706140.75,7460,732513.0902,1.73,-6.13,2
1679289,324803.7,4759255.98,9990,732513.1718,2.89,-5.51,2
1679489,348072.09,4708815.98,4000,732513.9889,2.17,-5.88,2
1679519,296321.66,4741781.2,22250,732514.0228,2.03,-5.86,2
1679539,314675.37,4809090.93,44870,732514.0512,1.87,-6.2,2
1679659,359932.02,4761725.38,23330,732514.556,2.24,-5.92,2
1679859,344918.7,4753849.16,4010,732515.0836,2.07,-6,2
1679979,360533.32,4698246.35,16610,732515.6001,2.27,-5.81,4
1680199,349559.38,4807689.57,0,732516.6798,1.64,-6.19,2
1680489,299027.25,4740256.86,4040,732517.7898,2.19,-6.14,2
1680499,355762.94,4712307.31,4000,732517.8009,1.62,-5.95,2
1680519,284814.24,4811222.56,12930,732517.8508,1.55,-6.63,2
1680539,298782.03,4739708.28,4050,732517.9522,2.09,-5.95,2
1681339,356129.43,4703801.27,15970,732519.9947,2.47,-5.7,2
1681419,360254.36,4704861.58,9810,732520.3693,1.87,-5.15,2
1681459,349647.27,4807998.74,20,732520.4215,1.75,-6.08,2
1681519,355178.46,4701965.75,3190,732520.6245,1.55,-6.04,2
1681539,358554.24,4702118.67,4000,732520.6301,2.26,-5.93,2
1681569,355723.16,4705231.62,6380,732520.7719,2.07,-5.98,2
1681579,356703.72,4703733.9,840,732520.7945,1.69,-6.08,2
1681589,360475.46,4707689.88,1210,732520.8415,2.11,-5.95,2
1681869,358828.29,4705090.28,14280,732521.7399,2.31,-5.86,2
1681889,359916.16,4706034.79,14540,732521.787,2.02,-5.83,2
1681919,359661.41,4706039.92,15980,732521.8851,1.97,-5.97,2
1682039,359559.33,4771365.34,22830,732522.3254,1.81,-6.35,2
1682169,353950.12,4713989.33,4000,732522.9129,1.75,-5.99,2
1682269,355623.81,4701623.25,4000,732523.0528,1.59,-5.92,2
1682319,387966.96,4700140.47,9250,732523.1532,2.51,-6.02,2
1682429,351065.02,4805433.91,2490,732523.7125,1.53,-6.92,2
1682499,356487.23,4701605.44,15470,732523.8778,2.69,-5.39,2
1682519,355511.45,4701758.88,10300,732523.8964,2.08,-5.7,2
1682539,245265.2,4814436.15,14020,732523.9284,2.24,-6.05,2
1682549,356840.78,4702398.01,14820,732523.9505,2.55,-5.66,2
1682589,355236.63,4701597.94,10700,732524.005,1.71,-6.1,2
1682619,358073.59,4704772.34,9190,732524.1239,1.73,-6.06,2
1682649,357092.06,4701815.2,6800,732524.2705,1.79,-5.75,2
1682739,366076.77,4694194.47,4010,732524.6115,1.58,-5.93,2
1682759,350058.19,4807534.02,0,732524.7037,2.23,-6.77,2
1682789,358804.1,4704302.04,9150,732524.9383,2.25,-5.71,2
1682999,303019.44,4743887.16,3090,732525.7968,2.3,-5.95,2
1683139,355076.7,4798646.73,0,732526.4369,1.57,-6.2,2
1683189,365974.21,4703860.59,460,732526.6904,2.21,-6.05,4
1683209,355621.23,4701101.18,5370,732526.811,1.81,-5.9,4
1683219,354759.71,4705162.76,4000,732526.9113,1.99,-5.98,4
1683229,315366.53,4734487.93,2820,732526.9347,2.25,-6.37,4
1683239,358158.16,4707714.47,4040,732526.9363,1.92,-5.98,4
1683249,356737.73,4698578.67,14310,732526.9763,2.45,-5.91,4
1683269,354627.99,4705943.15,4000,732527.0524,1.65,-6.08,4
1683279,359312.88,4701803.39,14070,732527.243,2.39,-6.03,4
1683289,351627.77,4737791.16,4010,732527.2517,1.99,-5.48,4
1683299,355842.67,4704251.56,16130,732527.2978,2.78,-5.57,4
1683359,354734.94,4706340.85,4010,732527.4368,2.03,-5.71,4
1683419,356847.37,4703119.96,18290,732527.6665,1.92,-5.91,4
1683459,355466.38,4705536.89,4000,732527.6807,2.05,-5.96,4
1683489,357619.61,4705492.57,4000,732528.2531,1.81,-5.85,4
1683519,358677.01,4693951.28,17480,732528.364,1.78,-5.84,4
1683539,355782.99,4705341.48,7110,732528.6785,2.67,-5.73,4
1683549,355871.1,4705228.56,4010,732528.7378,1.7,-6.08,4
1683629,360753.25,4689444.05,15070,732529.2406,1.73,-5.87,4
1683659,367524.03,4698865.62,18970,732529.4354,2.15,-6.15,4
1683709,356381.27,4672280.75,660,732529.5596,1.87,-6.35,4
1683799,356493.02,4697883.84,13570,732529.8954,1.79,-5.96,4
1683889,356506.89,4704160.09,10590,732530.2408,1.8,-5.96,4
1683989,289821.68,4813810.54,13010,732530.5719,1.84,-6.21,4
1684129,357468.28,4722948.05,4050,732531.1411,1.71,-5.88,4
1684149,364027.97,4680682.07,16790,732531.3114,1.83,-5.98,4
1684179,339020.72,4776619.06,6720,732531.4362,1.53,-6.21,4
1684229,355434.97,4702038.19,6840,732531.6109,2.49,-5.6,2
1684249,354873.37,4705882.49,4010,732531.7223,1.98,-6.08,2
1684269,290195.23,4816700.47,1530,732531.8239,2.27,-5.84,2
1684279,290327.62,4817052.09,1910,732531.8253,2.89,-5.47,2
1684299,288371.04,4817135.57,10160,732531.831,2,-6.34,2
1684319,287352.33,4816923.1,11340,732531.8417,1.69,-6.51,2
1684359,286889.54,4816626.44,12550,732531.9003,1.71,-6.44,2
1684479,288465.83,4817832.98,9580,732532.0542,1.62,-6.53,2
1684489,341208.56,4750900.67,11000,732532.0817,1.91,-5.92,2
1684499,341438.72,4750962.02,6240,732532.084,1.82,-5.83,2
1684529,355716.83,4702143.45,7910,732532.1355,1.69,-5.98,2
1684569,286458.44,4817585.1,16400,732532.226,2.19,-6.19,2
1684599,290090.63,4818538.07,9250,732532.3096,2.23,-6.21,2
1684609,289260.89,4818664.07,11760,732532.3122,2.71,-6.29,2
1684749,330806.85,4754493.65,4010,732532.7246,2.32,-5.7,2
1684849,355882.94,4672957.44,2580,732533.2274,2.25,-6.03,2
1684929,308661.21,4817584.1,50750,732533.5907,2.11,-6.27,2
1684959,374986.71,4768932.45,28000,732533.7496,3.08,-5.54,2
1684989,358346.97,4695546.5,12600,732533.8542,1.67,-5.97,2
1685029,338099.69,4774507.42,8750,732534.1018,1.62,-6.32,2
1685069,357257.16,4697012.8,14350,732534.373,2.19,-5.94,2
1685099,339297.06,4739000.7,4010,732534.4326,2.15,-5.84,2
1685129,348605.98,4698572.46,16540,732534.4978,2.64,-6.02,2
1685189,339143.2,4739070.96,4010,732534.6248,2.08,-5.9,2
1685269,361256.18,4698176.41,10730,732534.9906,1.77,-5.99,2
1685289,354627.05,4705109.98,7970,732535.0088,1.81,-5.83,2
1685499,342675.48,4755733.52,1630,732536.8519,1.65,-5.99,2
1685599,356089.13,4721698.98,4010,732537.9031,1.75,-5.37,2
1685679,356086.98,4704135.42,12850,732538.2938,2.35,-5.69,2
1685689,358789.73,4693415.79,14280,732538.2949,1.69,-5.92,2
1685749,347666.24,4704536.51,32580,732538.637,1.77,-5.85,2
1685769,298673.9,4802935.44,2360,732538.6614,2.28,-5.87,2
1685779,359018.58,4704742.05,2600,732538.6637,1.79,-5.91,2
1685849,325013.34,4694934.75,580,732538.9253,1.85,-6,2
1685909,274746.95,4849634.64,13260,732539.0422,1.91,-6.6,2
1686219,363796.18,4700548.05,18230,732539.842,1.96,-5.98,2
1686329,366388.41,4792314.57,1400,732540.1576,2.85,-5.53,2
1686339,365657.27,4793517.79,10,732540.1608,2.08,-5.49,2
1686419,276270.06,4839776.07,11930,732540.6588,1.73,-5.53,2
1686599,360274.36,4661960.85,15520,732541.9289,1.95,-6.3,4
1686679,359200.86,4700328.19,9990,732542.3149,2.79,-5.61,4
1686879,345649.49,4795032.79,27310,732543.6846,1.84,-5.78,4
1687019,330346.06,4778663.05,2500,732544.4795,2.32,-6.02,4
1687149,314618.26,4776694.62,36950,732545.3018,2.12,-5.91,4
1687199,315131.02,4783282.34,48990,732545.7082,3.03,-5.32,4
1687249,349994.21,4707241.19,4590,732545.894,1.89,-6.37,4
1687279,365651.74,4710587.38,5920,732546.1954,2.09,-5.83,4
1687439,367810.61,4738850.7,18610,732547.1639,3.28,-5.37,4
1687559,294602.85,4691783.05,4010,732547.7386,1.91,-6.18,4
1687679,349033.3,4743391.45,12610,732548.2676,2.12,-5.77,4
1687809,273384.1,4851738.02,8630,732548.8773,1.79,-6.08,4
1687929,270248.13,4850044.04,13740,732549.088,2.29,-5.72,4
1688399,329159.07,4751611.99,4040,732552.6739,2.7,-5.67,1
1688419,272611.9,4852008.99,6680,732552.8226,2,-5.36,1
1688429,272075.06,4852094.07,4010,732552.8317,1.97,-4.79,1
1688439,272451.12,4851547.44,6790,732552.8506,1.87,-5.19,1
1688479,267697.55,4848542.28,15630,732552.8862,2.68,-5.64,1
1688489,272681.37,4851684.14,4010,732552.8872,1.66,-5.5,1
1688509,262970.8,4845283.46,16460,732552.9232,2.31,-5.92,1
1688519,271945.35,4851364.59,7450,732552.9242,1.53,-5.6,1
1688529,268297.69,4849110.76,16090,732552.9542,3.02,-5.4,1
1688569,262327.43,4845562.13,15180,732552.9795,2.71,-5.6,1
1688579,271989.65,4851952.43,4010,732552.981,1.95,-5.94,1
1688589,272886.33,4851788.34,4040,732552.9869,2.15,-6.39,1
1688599,257645.4,4842116.09,16160,732552.9912,2.09,-4.95,1
1688609,272679.09,4851617.5,4010,732552.9952,1.81,-5.62,1
1688619,272409.74,4851515.5,7030,732553.0115,2.07,-6.27,1
1688659,360913.88,4692551.21,16470,732553.2676,1.97,-5.76,1
1688689,272764.49,4851759.14,4010,732553.3387,2.51,-5.78,1
1688709,255561.45,4840078.91,14460,732553.3591,2,-5.32,1
1688739,272922.6,4852142.94,4010,732553.4047,1.88,-5.08,1
1688749,268820.91,4848859.06,1220,732553.418,3.87,-4.94,1
1688759,269465.06,4850004.37,4010,732553.4226,2.15,-6.27,1
1688769,272917.67,4851998.55,4010,732553.4321,2.19,-5.91,1
1688779,272917.67,4851998.55,4010,732553.4321,2.16,-5.12,1
1688799,262798.24,4844967.09,20,732553.4373,2.19,-5.81,1
1688809,255082.47,4839785.04,1120,732553.4449,1.8,-6.29,1
1688819,273475.15,4852046.28,3820,732553.4543,2.05,-5.01,1
1688829,271992.31,4852030.18,4010,732553.4551,1.93,-5.11,1
1688839,271995.09,4851640.89,7280,732553.4579,1.89,-6.28,1
1688849,265963.16,4847357.45,60,732553.4603,1.57,-5.83,1
1688869,272469.34,4852080.58,4010,732553.4665,2.01,-5.09,1
1688889,272614.18,4852075.63,6550,732553.4728,2.4,-5.93,1
1688899,272796.72,4852703.23,4010,732553.4753,2.84,-5.72,1
1688909,271676.79,4852930.6,15440,732553.4763,2.03,-4.87,1
1688919,272694.64,4852072.88,4010,732553.4868,1.83,-5.33,1
1688929,263407.39,4845768.4,70,732553.4982,1.91,-5.58,1
1688949,272095.9,4851526.23,4040,732553.5122,1.55,-5.56,1
1688959,272764.49,4851759.14,4350,732553.5147,1.84,-5.16,1
1688969,265367.75,4846933.55,13210,732553.5176,2.22,-6,1
1689019,261487.41,4844624.58,3830,732553.6127,2.14,-6.01,1
1689049,263476.52,4845443.45,16830,732553.6704,2.49,-5.96,1
1689129,263006.34,4845148.75,16450,732553.8484,1.87,-5,1
1689139,273216.23,4852722.28,4040,732553.8581,1.98,-5,1
1689159,261671.5,4844584.64,16550,732553.8635,1.97,-5.55,1
1689179,272635.8,4852708.73,4010,732553.9344,2.04,-6.49,1
1689269,268411.61,4849373.69,570,732554.1961,1.7,-5.57,1
1689359,265176.27,4846762.36,16730,732555.0717,2.78,-5.74,1
1689369,281387.69,4852604.53,24000,732555.0726,2.4,-5.99,1
1689379,272842.31,4851678.65,4010,732555.0789,1.75,-5.6,1
1689389,273505.94,4851767.23,9000,732555.0796,2.17,-6.33,1
1689399,273228.84,4851910.1,4010,732555.0955,2.09,-6.06,1
1689419,273298.72,4851596.37,6720,732555.1025,2.06,-6.36,1
1689439,269967.93,4849631.14,11410,732555.229,2.18,-6.27,1
1689529,345259.06,4751197.12,4010,732555.507,1.9,-5.95,1
1689569,358297.3,4701212.96,4000,732555.6338,3.43,-5.21,1
1689589,349841.15,4708910.92,7960,732555.7123,2.55,-6.32,1
1689599,361022.96,4698036.64,4010,732555.724,1.83,-5.85,1
1689639,272391.53,4852161.08,4010,732555.8839,1.78,-5.96,1
1689649,353528.85,4704499.75,17630,732555.8888,2.37,-5.96,1
1689689,353443.62,4704357.12,17650,732556.1583,1.83,-6.18,1
1689749,353147.97,4703985.63,16950,732556.4201,2.95,-5.64,1
1689759,352070.98,4705552.59,13330,732556.4219,2.28,-5.78,1
1689769,352840.25,4704991.95,15390,732556.4243,2.21,-5.85,1
1689799,357633.54,4700937.64,4000,732556.5317,1.81,-5.97,1
1689819,355575.09,4702846.25,17480,732556.5525,2.93,-5.47,1
1689939,359532.82,4691045.82,5840,732556.8634,1.62,-6.15,1
1690039,355829.31,4703207.58,4010,732557.2733,2.07,-5.98,1
1690069,356707.14,4703900.47,4010,732557.3931,2.56,-5.61,1
1690089,385544.46,4669580.67,16700,732557.4017,1.93,-5.93,1
1690099,354562.77,4698868.02,15280,732557.4612,1.86,-6.11,1
1690119,331006.85,4762600.5,4010,732557.5956,2.11,-6,1
1690149,263295.36,4860062.94,24240,732557.7982,3.05,-5.75,1
1690159,249096.47,4854477.77,16260,732557.8029,2.75,-5.92,1
1690179,263738.29,4865718.99,4000,732557.8192,1.64,-6.12,1
1690199,262065.66,4860106.88,30,732557.9129,2.76,-5.87,1
1690339,358905.05,4761357.62,8330,732558.4093,1.89,-6.04,1
1690359,310124.22,4781953.17,4000,732558.448,2.03,-6.09,1
1690519,367743.49,4687831.22,15720,732559.2804,2.37,-5.73,1
1690829,361387.02,4722057.62,12120,732560.5331,1.86,-5.87,1
1691029,349515.92,4807557.2,0,732561.3947,1.81,-6.34,1
1691089,358810.27,4765459.14,19610,732561.8447,1.99,-5.9,1
1691139,356031.65,4677397.78,9880,732561.9316,1.98,-6.03,1
1691219,291126.4,4804932.02,4010,732562.3463,2.67,-6.38,1
1691459,367890.96,4742615.07,13370,732563.5631,2.17,-5.68,1
1691509,374628.08,4716362.59,1840,732563.8441,1.73,-6.09,1
1691589,328307.14,4756744.83,4010,732564.0826,1.63,-5.84,1
1691639,304524.24,4823105.27,11070,732564.2886,2.1,-6.38,1
1691679,297663.82,4741219.27,18210,732564.449,1.85,-5.61,1
1691699,361959.37,4701272.86,7100,732564.585,1.79,-6.02,1
1691909,288201.36,4830481.95,4030,732565.4605,1.89,-6.52,1
1691919,295718.08,4811139.08,3260,732565.4628,2.4,-5.82,1
1691929,361666.88,4663788.46,4000,732565.4641,3.12,-5.42,1
1691959,288132.93,4830873.23,4010,732565.4871,2.29,-6.35,1
1691999,354120.7,4798700.6,270,732565.6787,1.88,-5.95,1
1692009,361928.36,4664472.03,4010,732565.7134,2.2,-6.01,1
1692059,361855.27,4664540.1,4010,732565.8868,1.67,-6.01,1
1692129,361633.81,4664211.21,4000,732566.6224,1.87,-5.89,1
1692289,264276.2,4864565.47,7780,732567.058,1.77,-5.66,1
1692419,379343.59,4766576.83,22100,732567.3741,2.64,-5.66,1
1692459,360849,4683054.85,730,732567.4081,2.42,-5.83,1
1692649,379118.57,4767214,19300,732567.9411,2.09,-5.75,1
1692739,309921.51,4784015,25850,732568.4022,2.29,-5.97,1
1692769,380131.04,4767340.58,20620,732568.48,3.03,-5.47,1
1692799,378262,4767151.45,18630,732568.5065,1.82,-6.07,1
1692809,377083.12,4766383.82,13100,732568.686,1.97,-6.04,1
1692819,365643.43,4657180.45,630,732568.7623,2.13,-5.79,1
1692919,354818.2,4799074.49,0,732569.4543,2.01,-12.11,1
1693109,326878.07,4755758.42,9750,732570.6518,2.09,-5.85,1
1693129,379453.21,4766785.96,18700,732570.8367,1.96,-5.92,1
1693639,386794.82,4727616.42,15760,732573.0708,2.02,-6.1,1
1693699,338201.43,4811086.03,0,732573.369,1.56,-6.59,1
1693779,288591.04,4795683.72,22900,732573.9765,1.57,-6.4,1
1693849,354149.09,4798888.88,1310,732574.4225,1.7,-6.26,1
1693879,359920.95,4751193.59,15450,732574.5066,1.99,-5.49,1
1693909,309802.1,4752476.36,19850,732574.6503,2.51,-5.69,1
1693989,360995.56,4750616.28,19220,732574.9856,1.91,-6.05,1
1694059,356735.97,4798478.08,0,732575.4266,1.95,-6.2,1
1694409,271445.42,4835569.28,4010,732577.636,1.57,-5.84,1
1694439,288147.69,4822378.92,4000,732577.8472,1.74,-6.37,1
1694629,310848.81,4809886.26,15360,732579.0897,1.97,-6.14,1
1694829,323847.45,4765225.8,4000,732580.1912,1.92,-6.15,1
1694909,297249.83,4803055.82,9820,732580.7749,1.61,-5.47,1
1694959,359421.62,4702301.09,10840,732580.9407,3.03,-5.57,1
1694999,361434.1,4664148.48,4000,732581.2808,2.09,-5.74,1
1695049,354997.05,4798715.1,0,732581.6797,1.93,-6.16,1
1695099,354475.27,4704535.47,4000,732581.9405,1.8,-5.85,1
1695379,294029.02,4811546.2,9530,732583.0621,1.79,-6.51,1
1695639,388026.72,4676560.04,12270,732584.4456,1.67,-6.63,2
1696179,328193.77,4739112.82,11020,732586.0278,1.68,-5.99,2
1696189,370646.95,4773756.91,17290,732586.0286,1.81,-5.91,2
1696429,364238.04,4771992.81,19560,732586.649,2.51,-5.65,2
1696439,364395.32,4771711.94,19410,732586.6748,2.9,-5.46,2
1696449,315187.86,4805020.11,15560,732586.6775,1.61,-6.21,2
1696459,364173.78,4771627.47,17610,732586.6908,2.24,-5.91,2
1696499,323149.67,4770400.2,4000,732586.8876,1.81,-6.07,2
1696509,363806.38,4771579.24,15270,732586.9058,2.51,-5.9,2
1696649,327704.94,4756170.99,4000,732587.7961,1.99,-5.97,2
1696689,316300.54,4758689.6,1480,732588.2065,2.37,-5.46,2
1696859,359957.77,4663100.13,11660,732589.0666,1.87,-5.79,2
1696919,311603.32,4696805.6,4040,732589.3645,2.05,-5.82,2
1696979,337878.74,4797625.61,33000,732589.7313,2.2,-5.87,2
1696999,294059.68,4806709.54,4000,732589.8325,2.29,-5.49,2
1697009,301377.43,4718293.79,4010,732589.9694,1.98,-6.18,2
1697019,303108.46,4717655.44,12830,732590.0008,1.72,-6.07,2
1697119,385618.29,4758826.54,26230,732590.5731,2.23,-6,2
1697129,354599.05,4797934.77,0,732590.6232,2,-5.88,2
1697459,328715.7,4770769.49,4000,732592.2316,1.86,-6.33,2
1697539,371356.54,4747781.69,13210,732592.8069,2.51,-5.56,2
1697559,371655.65,4747609.47,15540,732592.8389,2.25,-5.69,2
1697569,296713.02,4802738.46,11230,732592.8524,2.05,-5.71,2
1697659,281852.05,4787158.95,11610,732593.3011,2.3,-6.59,2
1697769,340801.44,4775499.41,11320,732593.863,1.83,-6.25,2
1697829,356679.85,4800423.65,3060,732594.2838,1.75,-6.34,2
1697929,353906.25,4800038.55,1390,732594.6906,1.66,-6.26,2
1698039,351792.76,4717567.83,3740,732595.4468,1.61,-5.4,2
1698059,341084.84,4718826.83,9270,732595.5081,2.37,-5.85,0
1698169,340820.3,4718744.01,9780,732595.6916,2.01,-6.03,0
1698269,379954.5,4766566.08,21930,732596.164,1.75,-5.83,0
1698299,363996.82,4770919.97,18060,732596.3594,1.87,-6.06,0
1698449,358521.89,4761365.53,10600,732596.7709,3.47,-5.13,4
1698459,360249.72,4762107.73,18330,732596.7815,2.01,-5.98,4
1698479,359550.13,4762588.66,17950,732596.8405,2.03,-5.98,4
1698529,359320.31,4762515.61,670,732597.0348,1.77,-6.19,4
1698899,360271.68,4761985.08,17490,732598.3145,2.19,-5.74,4
1699369,361431.92,4664037.44,4000,732600.2892,2.47,-5.79,4
1699449,379813.41,4767346.16,18800,732600.8472,2.72,-5.52,4
1699499,286989.13,4821048.08,8670,732600.999,1.72,-6.47,4
1699629,363080.48,4679056.49,3860,732601.5102,1.99,-5.93,0
1699639,326301.51,4782165.54,12740,732601.8581,2.13,-5.78,0
1699649,330102.4,4695898.12,8530,732601.8906,3.05,-5.35,0
